titre;realisateur;date_debut_evenement;date_fin_evenement;cadre;lieu;adresse;arrondissement;adresse_complete;geo_coordinates
LE DERNIER POUR LA ROUTE;PHILIPPE GODEAU;2008-09-15;2008-09-15;EXTERIEUR;RUE;DE LOGELBACH;75017;RUE DE LOGELBACH 75017 Paris France;
BANLIEUE 13  ULTIMATUM;PATRICK ALESSANDRIN;2008-12-11;2008-11-13;EXTERIEUR;RUE;AMPERE;75017;RUE AMPERE 75017 Paris France;48.885261, 2.30282
LONDON DREAMS;VIPUL SHA;2008-09-18;2008-09-18;EXTERIEUR;PASSERELLE;SOLFERINO;75007;PASSERELLE SOLFERINO 75007 Paris France;
LONDON DREAMS;VIPUL SHA;2008-09-18;2008-09-18;EXTERIEUR;PONT;DE LA CONCORDE;75008;PONT DE LA CONCORDE 75008 Paris France;48.86366, 2.319788
LONDON DREAMS;VIPUL SHA;2008-09-18;2008-09-18;EXTERIEUR;QUAI;D'ORSAY;75007;QUAI D'ORSAY 75007 Paris France;48.862618, 2.310791
VICTOR;THOMAS GILOU;2008-11-24;2008-11-24;EXTERIEUR;RUE;DAUPHINE/R DU PONT DE LODI (ANGLE);75006;RUE DAUPHINE/R DU PONT DE LODI (ANGLE) 75006 Paris France;
FROM PARIS WITH LOVE;PIERRE MOREL;2008-12-23;2008-12-23;EXTERIEUR;AVENUE;D'IVRY;75013;AVENUE D'IVRY 75013 Paris France;48.823777, 2.364813
FROM PARIS WITH LOVE;PIERRE MOREL;2008-11-23;2008-11-23;EXTERIEUR;AVENUE;DE LA PORT;75012;AVENUE DE LA PORT 75012 Paris France;48.837941, 2.34421
FROM PARIS WITH LOVE;PIERRE MOREL;2008-12-23;2008-12-23;EXTERIEUR;RUE;BAUDRICOURT;75013;RUE BAUDRICOURT 75013 Paris France;
FROM PARIS WITH LOVE;PIERRE MOREL;2008-09-11;2008-09-11;EXTERIEUR;RUE;SAINT DOMINIQUE;75007;RUE SAINT DOMINIQUE 75007 Paris France;48.859946, 2.312247
LA GRANDE VIE;MARINA DEAK;2008-10-22;2008-10-22;EXTERIEUR;RUE;CHATEAU LANDON;75010;RUE CHATEAU LANDON 75010 Paris France;
LA GRANDE VIE;MARINA DEAK;2008-10-13;2008-10-13;EXTERIEUR;RUE;CROZATIER;75012;RUE CROZATIER 75012 Paris France;
UN PROPHETE;JACQUES AUDIARD;2008-10-24;2008-10-24;EXTERIEUR;RUE;DE LOGELBACH;75017;RUE DE LOGELBACH 75017 Paris France;
RAPT;LUCAS BELVAUX;2008-10-21;2008-10-21;EXTERIEUR;AVENUE;MAURICE D'OCAGNE;75014;AVENUE MAURICE D'OCAGNE 75014 Paris France;
RAPT;LUCAS BELVAUX;2008-10-18;2008-10-18;EXTERIEUR;QUAI;DES ORFEVRES;75001;QUAI DES ORFEVRES 75001 Paris France;48.855464, 2.342859
RAPT;LUCAS BELVAUX;2008-07-11;2008-07-11;EXTERIEUR;RUE;SAINT MARTIN;75003;RUE SAINT MARTIN 75003 Paris France;48.862931, 2.352354
RAPT;LUCAS BELVAUX;2008-09-10;2008-09-10;EXTERIEUR;RUE;MARTEL;75010;RUE MARTEL 75010 Paris France;48.874212, 2.353121
NON, MA FILLE;CHRISTOPHE HONORE;2008-10-14;2008-10-14;EXTERIEUR;AVENUE;VAN DYCK;75008;AVENUE VAN DYCK 75008 Paris France;48.878411, 2.30616
NON, MA FILLE;CHRISTOPHE HONORE;2008-10-14;2008-10-14;EXTERIEUR;BOULEVARD;MALESHERBES;75008;BOULEVARD MALESHERBES 75008 Paris France;48.876158, 2.318287
NON, MA FILLE;CHRISTOPHE HONORE;2008-10-14;2008-10-14;DOMAINE PUBLIC;PARC;MONCEAU;75008;PARC MONCEAU 75008 Paris France;48.880744, 2.311696
NON, MA FILLE;CHRISTOPHE HONORE;2008-10-15;2008-10-15;EXTERIEUR;RUE;DU CHANT DE L'ALOUETTE;75013;RUE DU CHANT DE L'ALOUETTE 75013 Paris France;
NON, MA FILLE;CHRISTOPHE HONORE;2008-10-15;2008-10-15;EXTERIEUR;RUE;PASCAL;75013;RUE PASCAL 75013 Paris France;
NE LE DIS A PERSONNE;GUILLAUME CANET;2005-06-07;2005-06-07;EXTERIEUR;PORT;DU JOUR/FORUM DES HALLES;75001;PORT DU JOUR/FORUM DES HALLES 75001 Paris France;48.861506, 2.347822
BLONDE ET BRUNE;CHRISTINE DORY;2003-05-29;2003-05-29;EXTERIEUR;RUE;DE PORT;75008;RUE DE PORT 75008 Paris France;48.869468, 2.334051
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES;JOHN DUIGAN;2003-05-29;2003-05-29;EXTERIEUR;PONT;NEUF;75006;PONT NEUF 75006 Paris France;48.856313, 2.340643
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES;JOHN DUIGAN;2003-05-29;2003-05-29;EXTERIEUR;RUE;DU MONT CENIS;75018;RUE DU MONT CENIS 75018 Paris France;48.892179, 2.344132
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES;JOHN DUIGAN;2003-05-28;2003-05-28;EXTERIEUR;RUE;DU MONT CENIS;75018;RUE DU MONT CENIS 75018 Paris France;48.892179, 2.344132
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES;JOHN DUIGAN;2003-05-27;2003-05-27;EXTERIEUR;RUE;SAINT VINCENT;75018;RUE SAINT VINCENT 75018 Paris France;48.888495, 2.340778
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-07-24;2003-07-24;EXTERIEUR;BOULEVARD;DE GRENELLE;75015;BOULEVARD DE GRENELLE   75015 Paris France;48.850242, 2.294599
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-06-14;2003-06-14;EXTERIEUR;BOULEVARD;JULES SANDEAU;75016;BOULEVARD JULES SANDEAU 75016 Paris France;48.86176, 2.272853
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-07-24;2003-07-24;EXTERIEUR;PLACE;MARCEL CERDAN;75015;PLACE MARCEL CERDAN 75015 Paris France;48.850928, 2.292598
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-06-14;2003-06-14;EXTERIEUR;RUE;OCTAVE FEUILLET;75016;RUE OCTAVE FEUILLET 75016 Paris France;48.861344, 2.272334
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-05-08;2003-05-08;EXTERIEUR;RUE;DU RUISSEAU;75018;RUE DU RUISSEAU 75018 Paris France;48.894541, 2.340643
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-09-08;2003-09-08;EXTERIEUR;RUE;DU POLE NORD;75018;RUE DU POLE NORD 75018 Paris France;48.894338, 2.338416
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-04-08;2003-04-08;EXTERIEUR;RUE;DU POTEAU;75018;RUE DU POTEAU 75018 Paris France;48.894942, 2.340567
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-07-15;2003-07-15;EXTERIEUR;RUE;DES TROIS COURONNES ET TERRE PLEIN;75011;RUE DES TROIS COURONNES ET TERRE PLEIN 75011 Paris France;48.857993, 2.381153
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-08-08;2003-08-08;EXTERIEUR;RUE;EMILE BLEMONT;75018;RUE EMILE BLEMONT 75018 Paris France;48.894614, 2.341627
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-07-07;2003-07-07;EXTERIEUR;RUE;DURANTI;75011;RUE DURANTI 75011 Paris France;48.860603, 2.383665
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-08-08;2003-08-08;EXTERIEUR;RUE;MONTCALM;75018;RUE MONTCALM 75018 Paris France;48.893239, 2.338021
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-05-08;2003-05-08;EXTERIEUR;RUE;CHAMPIONNET;75018;RUE CHAMPIONNET 75018 Paris France;48.895755, 2.340164
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-07-07;2003-07-07;EXTERIEUR;RUE;DU CHEMIN VERT;75011;RUE DU CHEMIN VERT 75011 Paris France;48.860028, 2.377726
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-07-16;2003-07-16;EXTERIEUR;RUE;DES TROIS COURONNES ET TERRE PLEIN;75011;RUE DES TROIS COURONNES ET TERRE PLEIN 75011 Paris France;48.857993, 2.381153
L'INCRUSTE;CASTAGNETTI/JULIUS;2003-09-08;2003-09-08;EXTERIEUR;RUE;DU POTEAU;75018;RUE DU POTEAU 75018 Paris France;48.894942, 2.340567
POIDS LEGER;JEAN PIERRE AMERIS;2003-06-20;2003-06-20;EXTERIEUR;BOULEVARD;DE LA CHAPELLE;75010;BOULEVARD DE LA CHAPELLE 75010 Paris France;48.884192, 2.35735
POIDS LEGER;JEAN PIERRE AMERIS;2003-07-24;2003-07-24;EXTERIEUR;BOULEVARD;VINCENT AURIOL;75013;BOULEVARD VINCENT AURIOL 75013 Paris France;48.833906, 2.364923
POIDS LEGER;JEAN PIERRE AMERIS;2003-07-15;2003-07-15;EXTERIEUR;RUE;DES BATIGNOLLES;75017;RUE DES BATIGNOLLES 75017 Paris France;48.884548, 2.321522
TITA ET ADIT;NASRI CHEPPY;2003-06-23;2003-06-23;EXTERIEUR;AVENUE;DU BEL AIR;75012;AVENUE DU BEL AIR 75012 Paris France;48.846522, 2.397418
TITA ET ADIT;NASRI CHEPPY;2003-06-26;2003-06-26;EXTERIEUR;AVENUE;JOSEPH BOUVARD;75007;AVENUE JOSEPH BOUVARD 75007 Paris France;48.856455, 2.298176
SAN ANTONIO;FREDERIC AUBERTUN;2003-08-14;2003-08-14;EXTERIEUR;AVENUE;DE SEGUR;75007;AVENUE DE SEGUR 75007 Paris France;48.850532, 2.308816
SAN ANTONIO;FREDERIC AUBERTUN;2003-08-16;2003-08-16;EXTERIEUR;AVENUE;DE SAXE;75007;AVENUE DE SAXE 75007 Paris France;48.848092, 2.310655
SAN ANTONIO;FREDERIC AUBERTUN;2003-08-18;2003-08-18;EXTERIEUR;AVENUE;DE SAXE;75007;AVENUE DE SAXE 75007 Paris France;48.848092, 2.310655
SAN ANTONIO;FREDERIC AUBERTUN;2003-08-15;2003-08-15;EXTERIEUR;AVENUE;DE SEGUR;75007;AVENUE DE SEGUR 75007 Paris France;48.850532, 2.308816
SAN ANTONIO;FREDERIC AUBERTUN;2003-10-13;2003-10-13;EXTERIEUR;PLACE;DU TROCADERO;75016;PLACE DU TROCADERO 75016 Paris France;48.862318, 2.287561
SAN ANTONIO;FREDERIC AUBERTUN;2003-10-15;2003-10-15;EXTERIEUR;QUAI;DES ORFEVRES;75001;QUAI DES ORFEVRES 75001 Paris France;48.855464, 2.342859
SAN ANTONIO;FREDERIC AUBERTUN;2003-08-28;2003-08-28;EXTERIEUR;RUE;EDOUARD FLAMANT;75013;RUE EDOUARD FLAMANT 75013 Paris France;48.832222, 2.355556
UN LONG DIMANCHE DE FIANCAILLES;JEAN PIERRE JEUNET;2003-08-27;2003-08-27;EXTERIEUR;CARREFOUR;DORGELES;75018;CARREFOUR DORGELES 75018 Paris France;48.89215, 2.344447
UN LONG DIMANCHE DE FIANCAILLES;JEAN PIERRE JEUNET;2003-06-08;2003-06-08;EXTERIEUR;PONT;ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
TOUT LE PLAISIR EST POUR MOI;ISABELLE BROUE;2003-08-20;2003-08-20;EXTERIEUR;AVENUE;SECRETAN;75019;AVENUE SECRETAN   75019 Paris France;48.88086, 2.374119
ONE DOLLAR CURRY;VIJAY SINGH;2003-07-21;2003-07-21;EXTERIEUR;PLACE;PAUL ALBERT;75018;PLACE PAUL ALBERT   75018 Paris France;48.886482, 2.345071
ONE DOLLAR CURRY;VIJAY SINGH;2003-07-21;2003-07-21;EXTERIEUR;RUE;FONTAINE;75009;RUE FONTAINE 75009 Paris France;48.882139, 2.333733
DOO WOP;DAVID LANZMAN;2003-08-24;2003-08-24;EXTERIEUR;BOULEVARD;DES CAPUCINES;75009;BOULEVARD DES CAPUCINES   75009 Paris France;48.870442, 2.331035
DOO WOP;DAVID LANZMAN;2003-08-15;2003-08-15;EXTERIEUR;QUAI;DE JEMMAPES;75010;QUAI DE JEMMAPES   75010 Paris France;48.876681, 2.365244
DOO WOP;DAVID LANZMAN;2003-08-14;2003-08-14;EXTERIEUR;QUAI;DE JEMMAPES;75010;QUAI DE JEMMAPES   75010 Paris France;48.876681, 2.365244
DOO WOP;DAVID LANZMAN;2003-05-08;2003-05-08;EXTERIEUR;RUE;VEYRON;75018;RUE VEYRON 75018 Paris France;48.884861, 2.335714
DOO WOP;DAVID LANZMAN;2003-08-20;2003-08-20;EXTERIEUR;RUE;DE RIVOLI;75001;RUE DE RIVOLI 75001 Paris France;48.860787, 2.341197
DOO WOP;DAVID LANZMAN;2003-08-08;2003-08-08;EXTERIEUR;RUE;GERMAIN PILON;75018;RUE GERMAIN PILON   75018 Paris France;48.88403, 2.336817
DOO WOP;DAVID LANZMAN;2003-12-08;2003-12-08;EXTERIEUR;RUE;DE L'OBSERVATOIRE;75006;RUE DE L'OBSERVATOIRE 75006 Paris France;48.841957, 2.336333
DOO WOP;DAVID LANZMAN;2003-08-26;2003-08-26;EXTERIEUR;RUE;SAINT MARC ANGLE R RICHELIEU;75002;RUE SAINT MARC ANGLE R RICHELIEU 75002 Paris France;48.868224, 2.338195
MARIAGE MIXTE;ALEXANDRE ARCADY;2003-05-08;2003-05-08;EXTERIEUR;RUE;DE BELLEVILLE;75019;RUE DE BELLEVILLE 75019 Paris France;48.875458, 2.391738
ARSENE LUPIN;JEAN PAUL SALOME;2003-12-08;2003-12-08;EXTERIEUR;PARVIS;DE L'EGLISE;75005;PARVIS DE L'EGLISE 75005 Paris France;50.682394, 4.371231
ARSENE LUPIN;JEAN PAUL SALOME;2003-08-14;2003-08-14;EXTERIEUR;RUE;DES CHANTRES;75004;RUE DES CHANTRES 75004 Paris France;48.853794, 2.351674
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;2003-08-27;2003-08-27;EXTERIEUR;AVENUE;DES CHAMPS ELYSEES;75008;AVENUE DES CHAMPS ELYSEES 75008 Paris France;48.869576, 2.30825
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;2003-08-27;2003-08-27;EXTERIEUR;PLACE;DE VARSOVIE;75016;PLACE DE VARSOVIE 75016 Paris France;48.860104, 2.290901
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;2003-08-27;2003-08-27;EXTERIEUR;PONT;CHARLES DE GAULLE ETOILE;75008;PONT CHARLES DE GAULLE ETOILE 75008 Paris France;48.874167, 2.311111
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;2003-08-08;2003-08-08;EXTERIEUR;RUE;ALBERT 1ER DE MONACO;75016;RUE ALBERT 1ER DE MONACO 75016 Paris France;48.861649, 2.289984
LA CONFIANCE REGNE;ETIENNE CHATILIEZ;2003-07-08;2003-07-08;EXTERIEUR;RUE;ALBERT 1ER DE MONACO;75016;RUE ALBERT 1ER DE MONACO 75016 Paris France;48.861649, 2.289984
UN AUTRE QUE MOI;LAURENT TIRARD;2003-09-22;2003-09-22;EXTERIEUR;RUE;FRANCOIS 1ER ET AV MONTAIGNE (ANGLE);75008;RUE FRANCOIS 1ER ET AV MONTAIGNE (ANGLE) 75008 Paris France;48.874167, 2.311111
UN AUTRE QUE MOI;LAURENT TIRARD;2003-09-22;2003-09-22;EXTERIEUR;RUE;FRANCOIS 1ER ET PL FRANCOIS 1ER (ANGLE);75008;RUE FRANCOIS 1ER ET PL FRANCOIS 1ER (ANGLE) 75008 Paris France;48.874167, 2.311111
UN AUTRE QUE MOI;LAURENT TIRARD;2003-08-26;2003-08-26;EXTERIEUR;RUE;MOUFFETARD;75005;RUE MOUFFETARD   75005 Paris France;48.841809, 2.349696
LES 11 COMMANDEMENTS;FRANCOIS DESAGNAT;2003-09-15;2003-09-15;EXTERIEUR;QUAI;DU LOUVRE;75001;QUAI DU LOUVRE 75001 Paris France;48.85899, 2.339858
LES 11 COMMANDEMENTS;FRANCOIS DESAGNAT;2003-12-08;2003-12-08;EXTERIEUR;RUE;LINCOLN;75008;RUE LINCOLN   75008 Paris France;48.870321, 2.302878
LE SYNDROME DE PETER PAN;A. VIARD;2003-08-21;2003-08-21;EXTERIEUR;BERGES;DU VERT GALANT;75001;BERGES DU VERT GALANT 75001 Paris France;48.86, 2.341111
LE SYNDROME DE PETER PAN;A. VIARD;2003-03-09;2003-03-09;EXTERIEUR;BOULEVARD;DU MONTPARNASSE;75014;BOULEVARD DU MONTPARNASSE 75014 Paris France;48.841784, 2.329997
LE SYNDROME DE PETER PAN;A. VIARD;2003-03-09;2003-03-09;EXTERIEUR;RUE;DELAMBRE;75014;RUE DELAMBRE 75014 Paris France;48.841521, 2.326704
L'EMPREINTE;D. MATHIEU-MAHIAS;2003-08-25;2003-08-25;EXTERIEUR;RUE;DE BASSANO;75016;RUE DE BASSANO   75016 Paris France;48.868837, 2.297275
L'EMPREINTE;D. MATHIEU-MAHIAS;2003-08-09;2003-08-09;EXTERIEUR;RUE;DU CAPITAINE FERBER;75020;RUE DU CAPITAINE FERBER 75020 Paris France;48.866405, 2.406311
BEFORE SUNSET;RICHARD LINKLATER;2003-08-29;2003-08-29;EXTERIEUR;AVENUE;DIDEROT;75012;AVENUE DIDEROT 75012 Paris France;48.846752, 2.381741
BEFORE SUNSET;RICHARD LINKLATER;2003-08-29;2003-08-29;EXTERIEUR;JARDIN;DE REUILLY;75012;JARDIN DE REUILLY 75012 Paris France;48.842124, 2.387627
BEFORE SUNSET;RICHARD LINKLATER;2003-08-27;2003-08-27;EXTERIEUR;PLACE;DU PANTHON;75005;PLACE DU PANTHON 75005 Paris France;48.845685, 2.345901
BEFORE SUNSET;RICHARD LINKLATER;2003-02-09;2003-02-09;EXTERIEUR;PONT;SAINT LOUIS;75004;PONT SAINT LOUIS 75004 Paris France;48.852745, 2.352713
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;PONT;DE L'ARCHEVECHE;75005;PONT DE L'ARCHEVECHE 75005 Paris France;48.851604, 2.351582
BEFORE SUNSET;RICHARD LINKLATER;2003-04-09;2003-04-09;EXTERIEUR;PROMENADE;PLANTEE;75012;PROMENADE PLANTEE 75012 Paris France;48.841171, 2.396585
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;QUAI;DE L'ARCHEVECHE;75004;QUAI DE L'ARCHEVECHE 75004 Paris France;48.852214, 2.351984
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;QUAI;DE LA TOURNELLE;75005;QUAI DE LA TOURNELLE 75005 Paris France;48.85042, 2.353546
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;QUAI;D'ORLEANS;75004;QUAI D'ORLEANS 75004 Paris France;48.851629, 2.354153
BEFORE SUNSET;RICHARD LINKLATER;2003-02-09;2003-02-09;EXTERIEUR;RUE;DES BARRES;75004;RUE DES BARRES 75004 Paris France;48.855335, 2.355262
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;RUE;SAINT PAUL;75004;RUE SAINT PAUL 75004 Paris France;48.853465, 2.361699
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;RUE;DES BARRES;75004;RUE DES BARRES 75004 Paris France;48.855335, 2.355262
BEFORE SUNSET;RICHARD LINKLATER;2003-02-09;2003-02-09;EXTERIEUR;RUE;DES JARDINS SAINT PAUL;75004;RUE DES JARDINS SAINT PAUL 75004 Paris France;48.853236, 2.36042
BEFORE SUNSET;RICHARD LINKLATER;2003-01-09;2003-01-09;EXTERIEUR;RUE;JEAN DU BELLAY;75004;RUE JEAN DU BELLAY 75004 Paris France;48.85317, 2.353747
RUE DES SANS PAPIERS;ALAIN CARVILLE;2003-02-10;2003-02-10;EXTERIEUR;AVENUE;DU MARECHAL FAYOLLE;75016;AVENUE DU MARECHAL FAYOLLE 75016 Paris France;48.868962, 2.271609
RUE DES SANS PAPIERS;ALAIN CARVILLE;2003-06-10;2003-06-10;EXTERIEUR;BOULEVARD;DIDEROT;75012;BOULEVARD DIDEROT   75012 Paris France;48.846752, 2.381741
RUE DES SANS PAPIERS;ALAIN CARVILLE;2003-09-23;2003-09-23;EXTERIEUR;BOULEVARD;RASPAIL;75007;BOULEVARD RASPAIL 75007 Paris France;48.85137, 2.326806
RUE DES SANS PAPIERS;ALAIN CARVILLE;2003-09-26;2003-09-26;EXTERIEUR;QUAI;DE JEMMAPES;75010;QUAI DE JEMMAPES 75010 Paris France;48.876681, 2.365244
RUE DES SANS PAPIERS;ALAIN CARVILLE;2003-09-20;2003-09-20;EXTERIEUR;RUE;MAURICE UTRILLO ET R P. ALBERT (ANGLE);75018;RUE MAURICE UTRILLO ET R P. ALBERT (ANGLE) 75018 Paris France;48.89215, 2.344447
L'AMERICAIN;PATRICK TIMSIT;2003-01-12;2003-01-12;EXTERIEUR;ALLEE;DES CYGNES;75015;ALLEE DES CYGNES 75015 Paris France;48.85338, 2.284427
L'AMERICAIN;PATRICK TIMSIT;2003-11-18;2003-11-18;EXTERIEUR;PLACE;DE LA CONCORDE;75008;PLACE DE LA CONCORDE 75008 Paris France;48.865519, 2.321454
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;2003-10-30;2003-10-30;EXTERIEUR;AVENUE;PARMENTIER;75011;AVENUE PARMENTIER 75011 Paris France;48.864882, 2.374877
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS;YVAN ATTAL;2003-11-18;2003-11-18;EXTERIEUR;AVENUE;DES TERNES ET AV NIEL (ANGLE);75017;AVENUE DES TERNES ET AV NIEL (ANGLE) 75017 Paris France;48.882244, 2.307839
AUTOMNE;RA'UP MCGEE;2003-10-31;2003-10-31;EXTERIEUR;CITE;JOLY;75011;CITE JOLY 75011 Paris France;48.862388, 2.383033
AUTOMNE;RA'UP MCGEE;2003-10-15;2003-10-15;EXTERIEUR;IMPASSE;MONT LOUIS;75011;IMPASSE MONT LOUIS 75011 Paris France;48.857363, 2.388505
DEUX SYLLABES EN ARRIERES;KATARINA SULAJOVA;2003-09-30;2003-09-30;EXTERIEUR;PONT;BIR HAKEIM;75015;PONT BIR HAKEIM 75015 Paris France;48.855712, 2.287752
DEUX SYLLABES EN ARRIERES;KATARINA SULAJOVA;2003-09-30;2003-09-30;EXTERIEUR;QUAI;DE JEMMAPES;75010;QUAI DE JEMMAPES 75010 Paris France;48.876681, 2.365244
TROIS COUPLES EN QUETE D'ORAGES;JACQUES OTMEZGUINE;2003-07-10;2003-07-10;EXTERIEUR;AVENUE;DE LAMBALLE;75016;AVENUE DE LAMBALLE   75016 Paris France;48.854494, 2.281401
AU SECOURS, J'AI TRENTE ANS;MARIE-ANNE CHAZEL;2003-10-10;2003-10-10;EXTERIEUR;AVENUE;DES NATIONS-UNIES;75016;AVENUE DES NATIONS-UNIES 75016 Paris France;48.86023, 2.290607
AU SECOURS, J'AI TRENTE ANS;MARIE-ANNE CHAZEL;2003-10-10;2003-10-10;EXTERIEUR;BOULEVARD;DE VAUGIRARD;75015;BOULEVARD DE VAUGIRARD 75015 Paris France;48.841455, 2.317865
JE SUIS UN ASSASSIN;THOMAS VINCENT;2003-09-10;2003-09-10;EXTERIEUR;RUE;CANIVET;75006;RUE CANIVET 75006 Paris France;48.850158, 2.333998
JE SUIS UN ASSASSIN;THOMAS VINCENT;2003-09-10;2003-09-10;EXTERIEUR;RUE;HENRY DE JOUVENEL;75006;RUE HENRY DE JOUVENEL 75006 Paris France;48.850158, 2.333998
JE SUIS UN ASSASSIN;THOMAS VINCENT;2003-10-28;2003-10-28;EXTERIEUR;RUE;DE RICHELIEU;75002;RUE DE RICHELIEU   75002 Paris France;48.868224, 2.338195
LA PREMIERE FOIS QUE J'AI EU 20 ANS;LORRAINE LEVY;2003-10-31;2003-10-31;EXTERIEUR;RUE;MARIE BENOIST;75012;RUE MARIE BENOIST 75012 Paris France;48.84695, 2.393278
A WAY THROUGH THE WOODS;JULIAN FELLOWES;2003-10-31;2003-10-31;EXTERIEUR;GARE;DU NORD;75010;GARE DU NORD 75010 Paris France;48.880582, 2.354988
HOUSE OF D.;DAVID DUCHOVNY;2003-06-11;2003-06-11;EXTERIEUR;PLACE;DU PARVIS;75004;PLACE DU PARVIS 75004 Paris France;48.853733, 2.348382
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-28;2010-06-28;EXTERIEUR;RUE;DU PETIT PONT;75004;RUE DU PETIT PONT 75004 Paris France;
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-22;2010-06-22;EXTERIEUR;PASSERELLE;DES ARTS;75006;PASSERELLE  DES ARTS 75006 Paris France;
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-25;2010-06-25;EXTERIEUR;COURS;LA REINE;75008;COURS LA REINE 75008 Paris France;48.864827, 2.3142
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-23;2010-06-23;DOMAINE PUBLIC;PARC;DE LA TURLURE;75018;PARC  DE LA TURLURE 75018 Paris France;
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-21;2010-06-22;EXTERIEUR;PLACE;JACQUES RUEFF;75007;PLACE JACQUES RUEFF 75007 Paris France;48.855927, 2.298171
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-28;2010-06-28;EXTERIEUR;PONT;ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-23;2010-06-23;EXTERIEUR;RUE;DU CARDINAL LEMOINE;75018;RUE DU CARDINAL LEMOINE 75018 Paris France;
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-22;2010-06-22;EXTERIEUR;BERGES;HAUTES DU VERT GALANT;75001;BERGES  HAUTES DU VERT GALANT 75001 Paris France;
MONTE CARLO STORY;THOMAS BEZUCHA;2010-06-25;2010-06-25;EXTERIEUR;PONT;DES INVALIDES;75008;PONT DES INVALIDES 75008 Paris France;
BYE BYE BLONDIE;VIRGINIE DESPENTES;2010-08-20;2010-08-20;EXTERIEUR;RUE;DU CAMBODGE;75020;RUE DU CAMBODGE 75020 Paris France;
BYE BYE BLONDIE;VIRGINIE DESPENTES;2010-06-28;2010-06-28;EXTERIEUR;PASSERELLE;SIMONE DE BEAUVOIR;75013;PASSERELLE  SIMONE DE BEAUVOIR 75013 Paris France;
BYE BYE BLONDIE;VIRGINIE DESPENTES;2010-06-28;2010-06-28;EXTERIEUR;QUAI;FRANCOIS MAURIAC;75013;QUAI FRANCOIS MAURIAC 75013 Paris France;48.834138, 2.377319
UN ETE BRULANT;PHILIPPE GARREL;2010-07-29;2010-07-29;EXTERIEUR;RUE;DES CASCADES;75020;RUE DES CASCADES 75020 Paris France;
UN ETE BRULANT;PHILIPPE GARREL;2010-01-08;2010-01-08;EXTERIEUR;PLACE;JEANNE D'ARC;75013;PLACE JEANNE D'ARC 75013 Paris France;48.829635, 2.368092
MIDNIGHT IN PARIS;WOODY ALLEN;2010-12-07;2010-07-13;EXTERIEUR;RUE;MONSIEUR LE PRINCE;75006;RUE MONSIEUR LE PRINCE 75006 Paris France;48.848925, 2.34049
MIDNIGHT IN PARIS;WOODY ALLEN;2010-03-08;2010-03-08;EXTERIEUR;RUE;DU CHEVALIER DE LA BARRE;75018;RUE DU CHEVALIER DE LA BARRE 75018 Paris France;48.887546, 2.344538
MIDNIGHT IN PARIS;WOODY ALLEN;2010-07-27;2010-07-27;DOMAINE PUBLIC;SQUARE;JEAN XXIII;75004;SQUARE  JEAN XXIII 75004 Paris France;
